"#","No.","Name","Category","Laps","Lead","Lap Tm","Spd","Elapsed Tm","Passing Tm","Hits","Strength","Noise","Photocell Time","Transponder","Backup Tx","Backup Passing Tm"
"214","170","Craig Hamilton","Senior","7","8","9:47.918","8.6","56:49.222","15:01:10.659","81","152","28","","370","0",""
"215","177","Eoghan Maguire","Senior","8","8","7:08.343","11.8","57:06.267","15:01:27.704","83","153","25","","377","0",""
"216","176","John Mackenzie","Senior","8","8","7:26.796","11.3","57:10.703","15:01:32.140","80","162","29","","376","0",""
"217","174","David Lines","Senior","9","9","6:36.634","12.7","57:33.873","15:01:55.310","78","152","21","","374","0",""
"218","185","Steven Turbitt","Senior","8","9","7:40.472","10.9","57:59.457","15:02:20.894","78","149","23","","385","0",""
"219","175","Gary MacDonald","Senior","9","9","6:39.751","12.6","58:07.914","15:02:29.351","77","151","21","","375","0",""
"220","168","Ian Dunlop","Senior","8","9","7:28.276","11.2","58:12.271","15:02:33.708","77","153","19","","368","0",""
"221","180","Aaron Outhwaite","Senior","6","9","10:28.517","8.0","58:23.694","15:02:45.131","83","140","22","","380","0",""
"222","188","Adam Wallace","Senior","8","9","7:31.967","11.2","58:47.899","15:03:09.336","81","176","20","","388","0",""
"223","166","Graeme Cross","Senior","8","9","7:43.742","10.9","58:56.180","15:03:17.617","81","154","21","","366","0",""
"224","??","LC-04372","","0","0","","0.0","","15:03:17.627","77","152","21","","323","0",""
"225","182","Addy Pope","Senior","8","9","7:33.141","11.1","59:25.629","15:03:47.066","81","155","21","","382","0",""
"226","192","Brian Yates","Senior","8","9","7:36.077","11.1","59:42.174","15:04:03.611","83","149","24","","392","0",""
"227","187","Neil Walker","Senior","9","9","6:41.615","12.5","1:00:16.712","15:04:38.149","77","149","29","","387","0",""
"228","189","Daniel Whitehead","Senior","9","9","6:55.025","12.1","1:00:30.669","15:04:52.106","83","167","19","","389","0",""
"229","194","Tom Rowntree","Senior","8","9","7:23.992","11.4","1:00:33.179","15:04:54.616","84","149","19","","394","0",""
"230","162","Chris Barr","Senior","7","9","8:17.239","10.1","1:00:41.173","15:05:02.610","78","149","20","","362","0",""
"231","191","Barry Wilson","Senior","8","9","8:22.538","10.0","1:00:54.822","15:05:16.259","84","149","21","","391","0",""
"232","186","Stephen Walker","Senior","8","9","7:51.623","10.7","1:00:56.251","15:05:17.688","83","152","23","","386","0",""
"233","164","Tom Blankenstein","Senior","8","9","8:24.586","10.0","1:01:31.901","15:05:53.338","81","157","24","","364","0",""
"234","163","John-Paul Baxter","Senior","8","9","7:58.126","10.5","1:01:46.557","15:06:07.994","81","160","28","","363","0",""
"235","181","Tom Owens","Senior","9","9","7:00.568","12.0","1:02:02.380","15:06:23.817","78","149","36","","381","0",""
"236","165","Jim Cameron","Senior","8","9","8:56.085","9.4","1:02:28.685","15:06:50.122","83","173","30","","365","0",""
